"Flux/Origine","type","Statut","superviseur","Date posté","Date reçu","Date Traité","pseudo","Uid","Titre","Corps Message","Image","Prio","Id.N","ID du contenu","Action"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 09:31:30","24.03.2026 10:31:46","24.03.2026 10:31:48","I.A","","","Vous n’avez pas remarqué que le travail manuel ne rapportait le plus souvent plus rien du tout, et que pour gagner plus il fallait faire un travail intellectuel, même sans intérêt. Avec comme nuance, rien n’est tout blanc ou tout noir.","","26","26970870636","478511","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 09:29:46","24.03.2026 10:29:59","24.03.2026 10:30:01","Troll COBALT","","","et un pauvre ""arrivé "" ou né en France qui fait une carrière intégrale dans le ""Farniente"" de l'adolescence a la retraite, devant la télé payée par les cotisations des autres et le hamburger du même métal sous un toit offert par le collectivité et chauffé par elle ?","","26","26970864569","478510","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 09:26:48","24.03.2026 10:27:06","24.03.2026 10:27:09","Troll COBALT","","","c'est le contraire ! les structures entreprenariales apportées par les capitalistes enrichiseent non seulement ceux qui y travaillent mais font également vivre par la redistribution ceux qui ne font rien. c'est un rapport gagnant-gagnant pour l'entreprise et ses travailleurs, mais nettement perdant-gagnant pour ceux qui regardent la télé en touchant de quoi vivre sans contrepartie.","","26","26970855328","478509","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 09:09:59","24.03.2026 10:10:02","24.03.2026 10:10:04","I.A","","","Le Dr X ne prends plus de nouveaux patients. Vous êtes le 12ème en attente. Puis au bout d’une heure, enfin le premier : « du fait du grand nombre d’appels, veuillez renouveler votre appel, bib bip bip ». Même faux message quand absence de secrétaire, où téléphone décroché toute la journée, ou renvoie sur un numéro non attribué. « Laissez un message, on vous rappellera »…. jamais. « Si c’est votre spécialiste qui envoie, je ne fait jamais de lettre au médecin traitant (pire, en faux APC) C’est beau d’avoir créé le « médecin traitant » avec un système bancal, une nomenclature devenue illisible, etc","","26","26970805223","478508","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 08:14:18","24.03.2026 09:14:40","24.03.2026 09:14:42","Marjorie","","","Sinon quoi de neuf sur le plan médical ? Les cas de méningite en Europe, ça vous inquiète ?","","26","26970649995","478507","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 08:12:11","24.03.2026 09:12:20","24.03.2026 09:12:23","Dominique S_12","","","Oui, mais il y a 3 autres explications à l'utilisation du passé 1°) Avec Jospin nous évoquions la transition avec les anciennes feuilles d'aides médicales délivrées par les mairies et très compliquées à se faire régler. 2°) BDA sait bien que tous mes posts sont centrés sur ma propre expérience. Et il se trouve que je suis en retraite depuis 5 ans. 3°) Mais c'est vrai que depuis 5 ans, je continue à voir des patients en CMU. Mais en TLC, c'est un patient à la fois. La famille de 4 enfant doit donc attendre une heure pour chacun, donc 4 heures en tout. CQFD","","26","26970644526","478506","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 08:10:27","24.03.2026 09:10:32","24.03.2026 09:10:35","Marjorie","","","Nicolas a engrangé tellement de fric au détriment de tous et a surendetté le pays pour finir avec un bracelet à la place de la rolex ; malgré tout certains confrères ci dessous sont admiratifs et peut-être ils ont acheté ses bouquins pour les offrir ! C’est ça le modèle de réussite aujourd’hui à la trumpette et on ne sait pas où cela nous emmène.. Marie restez comme vous êtes et ne perdez pas votre énergie .","","26","26970640186","478505","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 08:06:17","24.03.2026 09:06:35","24.03.2026 09:06:37","p.henry","","","Savez vous au moins quel temps il va faire demain ? Je ne crois pas ...","","26","26970630145","478504","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 07:49:24","24.03.2026 08:49:30","24.03.2026 08:49:32","p.henry","","","Pas si simple, peut-être que ceux qu'elle fait venir votent pour elle mais pas ceux qu'elle crée à partir de ceux déjà sur place.","","26","26970582442","478503","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 21:24:43","23.03.2026 22:24:53","23.03.2026 22:24:56","STEPHANE L_9","","","N'oublions pas qu'il est le créateur de l’AME, budget de 80 Millions € en 2000, aujourd'hui 1.3 Milliards, Unique en Europe On rajoute la CMU la dessus et on lui rend un grand hommage dépité","","26","26969509966","478486","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 20:16:37","23.03.2026 21:16:59","23.03.2026 21:17:00","MARIE JO G","","","ce que nous payons, c'est surtout l'incapacité des politiques que nous payons en quelque sorte, à être capable de mener nos vies dans des mondes compliqués","","26","26969323182","478485","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 20:11:13","23.03.2026 21:11:23","23.03.2026 21:11:24","MARIE JO G","","","la façon dont vous en parlez m'évoque le discours des gens dans les colonies","","26","26969310338","478484","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 20:06:42","23.03.2026 21:06:54","23.03.2026 21:06:56","MARIE JO G","","","vos propos sont choquants: mon père est un pauvre né en France , et son émancipation comme vous dites ne vient pas du labeur mais de sa richesse intellectuelle, de son éducation avant tout.","","26","26969297500","478483","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 19:58:30","23.03.2026 20:58:57","23.03.2026 20:58:59","MARIE JO G","","","La gauche aime les pauvres en crée ou en fait venir. là vous exagérez, c'est très réducteur et c'est ainsi qu'il y a autant de clivages, ne pas être capable de voir les bons côtés des uns et autres. On pourrait dire la même chose de la droite qui pour produire plus, fait appel à la main oeuvre pauvre, crée un appel d'air des plus pauvres et les maintient dans cette pauvreté.","","26","26969274509","478482","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 19:41:50","23.03.2026 20:41:54","23.03.2026 20:41:55","BDA_1","","","Pourquoi au passé (composé. Pas simple) ?.. Le passif est toujours plus d'actualité.","","26","26969223801","478481","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 19:20:54","23.03.2026 20:21:04","23.03.2026 20:21:06","pascal r_12","","","Oui, c'est exact, ils participent par leurs labeurs à leurs émancipation dans la société, leurs contribution à la solidarité nationale par leurs cotisations permettant de venir en aide à ceux qui n'ont pas eu de chance dans la vie. Cette sa solidarité nationale qui fait le lien entre les citoyens d'un pays et qui doit être défendue. Un ""pauvre"" né en France et ayant contribué à l'effort national à droit à toute cette reconnaissance.","","26","26969163154","478480","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 19:04:27","23.03.2026 20:04:33","23.03.2026 20:04:36","Dominique S_12","","","La CMU était surtout intéressante pour les médecins. Le tiers payant avec la carte vitale fonctionnait particulièrement bien. Mais il faut reconnaitre que certaines familles nombreuses abusaient souvent du système. Le 1er enfant avait de la fièvre, le second avait le nez qui coule, le 3ème avait peut être toussé. Le 4ème n'avait rien, mais il fallait l'examiner aussi des fois qu'on lui trouve aussi quelques chose...","","26","26969117385","478479","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 19:03:50","23.03.2026 20:03:52","23.03.2026 20:03:54","ALAIN D_28","","","Merci Lionel pour ce lourd héritage, très lourd même, dont nous payons tout les jours un prix exorbitant qui ruine le pays et l'hôpital en particulier. Mais bon, il était généreux ....avec l'argent des autres.","","26","26969115433","478478","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:42:48","23.03.2026 19:43:00","23.03.2026 19:43:01","didier r","","","Il me semble que les pauvres participent par leur labeur à la richesse de la droite.","","26","26969056502","478477","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:41:57","23.03.2026 19:42:17","23.03.2026 19:42:19","BDA_1","","","Pas de créer quelques richesses : de rééquilibrer les comptes tout simplement, avec des rustines et sans vraies pompes à frics chez les fortunés off shore.","","26","26969054406","478476","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:33:57","23.03.2026 19:33:59","23.03.2026 19:34:01","BDA_1","","","La loi Kouchner et ses fameuses ""concertations"" ordinales dans un décors apaisant et plein de charmes bucoliques sous les lambris et les lourdes tentures toutes de velours cotelées...","","26","26969031903","478475","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:32:09","23.03.2026 19:32:13","23.03.2026 19:32:14","pascal r_12","","","À gauche on s’intéresse à l’humain, on regarde les conséquences et les bénéfices pour l’humain... En le finançant précisément par les décisions de la droite, ayant permis de creer quelques richesses, économies, emplois... La gauche aime les pauvres en crée ou en fait venir.","","26","26969027281","478474","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:27:52","23.03.2026 19:28:16","23.03.2026 19:28:21","DocJCA","","","Historiquement, l'Odre est une entité plus que centenaire, obsolète, remaniée et officilisée en 1940 (Vichy) -1945 (De Gaulle) ... À ""l'ère moderne"", sa gestion ""nationale"" est régulièrement épinglée (En particulier, Rapports de la Cour des comptes & de l'Inspection générale des Finances) ... Sans oublier ses ""oublis d'alerte et disciplinaires"", concernant nombre de praticiens ayant des ""pratiques abjectes"" ... Il me semble nécessaire de ""refonder"" l'ensemble de l'Ordre et de revoir son ""intelligence"" ... L'Ordre actuel (sur)vit avec des ""valeurs obsolètes"" datant de plus de 80 ans, totalement inadaptées à l'évolution et aux progrès de nos pratiques et de notre Société ... Cet Ordre-là n'est plus légitime ...","","26","26969016632","478473","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:27:50","23.03.2026 19:28:16","23.03.2026 19:28:18","jacques T_4","","","Excellent résumé de la situation actuelle.","","26","26969016627","478472","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:23:06","23.03.2026 19:23:13","23.03.2026 19:23:15","Eric","","","CMU, 35 heures, bac à gogo... Faut reconnaitre que s'il avait préféré rester dans l'enseignement, le pays irait mieux aujourd'hui.","","26","26969000753","478471","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:20:59","23.03.2026 19:21:27","23.03.2026 19:21:30","didier r","","","À droite, quand on doit prendre une décision on regarde combien ça va coûter et combien ça va rapporter. À gauche on s’intéresse à l’humain, on regarde les conséquences et les bénéfices pour l’humain. La réponse de droite à la misère humaine, c’est la cacher dans les banlieues ou l’expatrier quand il s’agit d’immigrés. La droite a sûrement ses générosités mais elle veut les gérer individuellement sous formes de clientélisme et de sociétés caritatives à l’américaine.","","26","26968995862","478470","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 18:03:00","23.03.2026 19:03:19","23.03.2026 19:03:22","pierre56","","","Trop compliqué. Ce médecin ne veut faire que de la téléconsultation en cumul emploi/retraite , a t il le droit et qui fixe la règle de limiter à 20% du temps médical ? le CNOM la CPAM. Un salarié en cumul emploi retraite veut arrêter son activité de soin salariale et passer à de la téléconsultation exclusive. C'est autorisé ou pas? Merci Cordialement","","26","26968945283","478469","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 17:42:29","23.03.2026 18:43:01","23.03.2026 18:43:02","Henri B_13","","","que des trucs qui coûtent cher les socialistes ne savent faire que çà!","","26","26968888598","478468","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 17:38:11","23.03.2026 18:38:32","23.03.2026 18:38:33","lionel v","","","C'est vrai, cette ""CMU internationale"" alias AME que nous finançons PLFSS après PLFSS...","","26","26968876781","478467","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 17:32:19","23.03.2026 18:32:24","23.03.2026 18:32:26","Pascal B","","","Légitime dans quel sens ? Pour réguler et organiser la profession des médecins , oui . Pour ses idéologies et sa gestion comptable , NON . Ne pas oublier que l'ordre des médecins n'est qu'un ordre parmi les autres professions médicales et paramédicales .","","26","26968860446","478466","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 17:30:29","23.03.2026 18:30:37","23.03.2026 18:30:38","FRANCOISE G_11","","","je n'ai pas vu où etait le medecin generaliste/traitant .....","","26","26968856400","478465","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 17:19:42","23.03.2026 18:20:06","23.03.2026 18:20:09","pascal r_12","","","Pour être plus précis... Artisan de la CMU internationale au frais de Nicolas, des 35 heures à l’hôpital et partout ailleurs et des nouveaux droits des malades. Mais aussi des 80 % D’une classe d’âge au Bac et le début du nivellement par le bas, dans un nouveau monde à la laïcité à géométrie variable…","","26","26968826680","478464","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 15:34:16","23.03.2026 16:34:30","23.03.2026 16:34:32","fannie","","","De jeunes femmes qui suent sang et eau a financer la retraite de vieux messieurs. On peut mieux faire. Comme par exemple ne plus revaloriser les retraites des boomers. Cette enorme cohorte greve le budget delicat.","","26","26968539968","478463","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 15:04:32","23.03.2026 16:04:52","23.03.2026 16:04:53","fannie","","","Lol. Cyrille. Rien que le nom evoque les fakenews fakemeds. Ca eructe, et puis ca s'effondre.","","26","26968465136","478462","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 13:17:31","23.03.2026 14:17:35","23.03.2026 14:17:39","Dominique S_12","","","Selon le code de déontologie, un CDOM peut refuser d'inscrire un médecin dans 3 situations: 1°) Problème de moralité 2°) Incompétence professionnelle. 3°) Handicap physique ou mental. Depuis 2022, plusieurs dizaines de médecins retraités ont été refusés d'inscrip-tion au CDOM 75. Motif? Pratique de la téléconsultation exclusive. Rappelons que François Bayrou en 2025 et Stéphanie Rist en 2026, ont indiquée que la dérogation retraité devrait être bientôt être officialisé. Et certains CDOM reconnaissent aujourd'hui que les contrôles de la règle des 20% sont du ressort de la CNAM et non des CDOM.","","26","26968173531","478461","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 12:20:21","23.03.2026 13:20:29","23.03.2026 13:20:30","BDA_1","","","J'ai déposé 4 mains courantes en carrière. Et surtout pas avec ""l'aide"" puissante et empathique du cdom. Ca sert pour la plainte si récidive.","","26","26968001019","478460","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 10:35:03","23.03.2026 11:35:19","23.03.2026 11:35:22","pediatresecteur1fatigué","","","Fleur médecin Ayant été largement et à plusieurs reprises harcelée par les ""confrères"", l'ordre après avoir fait son travail d'enquête, a soutenu et aidé à ma survie. Leur travail pour vérifier les compétences professionnelles sont indispensables, même si rien n'est parfait. Aucun juge ne pourrait statuer sur la compétence professionnelle de collègues à diplome étranger.Et si le travail de l'ordre peut être amélioré, que ceux qui critiquent se fassent élire et participe au travail nécessaire. cordialement. Un vieux docteur","","26","26967692620","478459","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 09:24:40","23.03.2026 10:25:08","23.03.2026 10:25:09","Pascal B","","","Des difficultés financières ? Obligé de pratiquer la télé consultation alimentaire ? Demandez un crédit gratuit au COM , ils sont plein aux as . Bien confraternellement","","26","26967481396","478458","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 08:47:22","23.03.2026 09:47:46","23.03.2026 09:47:50","DIDIER S_36","","","Édifiant … mais pas nouveau. On pourrait ajouter que la totalité (presque ?) des missions de l’ordre font doublon avec les missions de l’État (Justice, Université, HAS, etc…), que le pourcentage de participation aux élections ordinale est constamment ridicule, que toutes les évolutions et pratiques médicales nouvelles ont d’abord été fortement contestées par l’ordre : exercice de groupe, légalisation de l’avortement, contraception, prise en charge des toxicomanes, création du médecin référent, et je dois en oublier … que l’indépendance des médecins vis-à-vis de l’industrie pharmaceutique n’a jamais été une priorité. Deux suggestions d’options : transférer les missions de l’ordre aux URPS, autre organisme à adhésion et cotisation obligatoire ; rendre l’adhésion et/ou la cotisation à l’ordre facultative … ou bien un mixte des deux ! Évidemment si un gouvernement dissolvait purement et simplement l’ordre des médecins (et les autres ordres sanitaires au passage), je doute qu’il y ait partout en France des manifestations pour son rétablissement, non ?","","26","26967363156","478457","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 08:07:20","23.03.2026 09:07:42","23.03.2026 09:07:45","V R","","","Et est ce que les patients ont été réellement par des médecins conseils et non par des infirmiers de l'Assurance maladie? Car de plus en plus d'avis sont émis par des infirmiers.","","26","26967243188","478456","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","23.03.2026 07:17:59","23.03.2026 08:18:16","23.03.2026 08:18:18","Marjorie","","","Dans la vraie vie, le patient agressif est déjà passé à l’acte avant que la justice intervienne après un délai minimum de 2 ans! Le plus souvent pour une peine symbolique avec sursis… il faut une diplomatie et du sang-froid afin d’éviter le pire ! Heureusement ce genre d’embrouilles ne se produit pas souvent","","26","26967096496","478455","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 20:18:52","22.03.2026 21:18:57","22.03.2026 21:18:58","Sniffeur","","","Kyrie eleison. Mozart Requiem Confutatis ….","","26","26965644853","478454","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 20:16:21","22.03.2026 21:16:36","22.03.2026 21:16:38","Sniffeur","","","Beau résumé de la vie de Marguerite","","26","26965637815","478453","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 20:14:35","22.03.2026 21:14:49","22.03.2026 21:14:50","Sniffeur","","","Un programme politique espéré par le QDM","","26","26965633022","478452","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 20:13:47","22.03.2026 21:14:07","22.03.2026 21:14:09","Sniffeur","","","En allant chez Gluckmann ,elle va prendre la baffe qu’elle aurait eue en restant en Macronie. Les rates quittent le navire","","26","26965631206","478451","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 20:11:37","22.03.2026 21:11:47","22.03.2026 21:11:48","Sniffeur","","","Trop pour pouvoir choisir","","26","26965625006","478450","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 20:10:38","22.03.2026 21:11:06","22.03.2026 21:11:08","Sniffeur","","","Oui une opportuniste qui mange à tous les râteliers","","26","26965623073","478449","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 17:20:33","22.03.2026 18:21:02","22.03.2026 18:21:04","BRUNO H_24","","","Effectivement il faudrait renforcer les structures de contrôle ,quitte avoir un audit par un juridiction indépendante de façon annuelle, pour encadrer les dérives. Tout pouvoir est source de dérapages qu’il soit médecin ou non . La liste est longue à tous les niveaux, organisme public, ong , privé ....","","26","26965169467","478448","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:22:59","24.03.2026 21:23:27","24.03.2026 21:25:42","Sniffeur","","","Faisons travailler nos pauvres francais exclus du monde de la vie,et arrêtons l’immigration extra-européenne","","26","26972714698","478560","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:21:30","24.03.2026 21:21:41","24.03.2026 21:21:46","Sniffeur","","","Un énarque?","","26","26972706804","478559","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:20:43","24.03.2026 21:20:59","24.03.2026 21:21:01","Sniffeur","","","Les ministres se déclarent intellectuels,mais je cherche toujours ce *plus*","","26","26972704055","478558","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:19:22","24.03.2026 21:19:45","24.03.2026 21:19:59","Sniffeur","","","Plus depuis 1997","","26","26972699972","478557","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:18:51","24.03.2026 21:19:04","24.03.2026 21:19:06","Sniffeur","","","Ben pepere, Macron a vendu la santé à ses copains TCG et 4.0 Le Reste Est cramè","","26","26972697513","478556","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 13:01:05","25.03.2026 14:01:10","25.03.2026 14:01:13","pluton217","","","je propose de rajouter une dizaine d'articles de lois ou d'article pas de loi , genre lois du COM, de faire expertiser tout ça par un bataillon d'avocats, de demander l'avis de tous les syndicats, de convoquer la cours européenne des droits de l'homme. Normal pour un probleme aussi complexe. C'est l'horreur totale. Pour un non-probleme.","","26","26974800407","478576","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 12:40:36","25.03.2026 13:40:50","25.03.2026 13:40:53","AirGiAime","","","Le tout gratuit à toutes heures a tué le sacerdoce des MG et le système de garde libéral. Je l'ai écrit à l'époque, mais on m'a demandé de ne pas publier. Il fallait pas le dire : politiquement incorrect ! Est-ce que la profession en a profité ? Superficiellement oui. Ça a compensé la faiblesse des honoraires au prix d'un épuisement professionnel que la jeune génération refuse -à juste titre-, aggravant la pénurie médicale, avant le désert tout court. Bilan globalement négatif pour paraphraser en miroir un célèbre politicien communiste.","","26","26974746892","478575","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 12:29:58","25.03.2026 13:30:18","25.03.2026 13:30:20","fannie","","","3k. Avant impots, CSG et inflation ( officielle articiellement minoree dans tous les pays). C'est inquietant.","","26","26974717755","478574","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 12:22:27","25.03.2026 13:22:31","25.03.2026 13:22:34","fannie","","","Les generalistes sont les seuls garants de l'independance de la medecine. Les seuls. Ils sont aussi les seuls avocats de leurs patients. C'est pourquoi elles sont la cible absolue de toutes les campagnes de denigrement, de toutes les humiliations, de tous les batons dans les roues, de la non rentabilite de l'exercice. Il s'agit de les remplacer par des protocoles, geres par l'industrie. C'est plus pratique et ca rapporte mieux.","","26","26974698112","478573","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 11:01:23","25.03.2026 12:01:46","25.03.2026 12:01:48","PIERRE F_4","","","Très complexe cette histoire avec sécu qui refuse de continuer, et une ministre qui ouvre les vannes...","","26","26974485514","478570","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 10:10:05","25.03.2026 11:10:29","25.03.2026 11:10:30","Dominique S_12","","","Ce qui me ferait peur, ce serait les prescrip-tions d'imagerie par le kiné.","","26","26974355118","478569","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 08:37:36","25.03.2026 09:37:59","25.03.2026 09:38:00","François P_9","","","Ah ces médecins libéraux! Égoïstes finalement, si on lit bien entre les lignes. A mettre au pas le plus vite possible. Dr François Picot","","26","26974115422","478568","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 08:36:54","25.03.2026 09:37:18","25.03.2026 09:37:19","I.A","","","Et dire que l'ancienne FMC était la réunion autour d'une même table de XX médecins (+1 spécialiste voire 1 P.M + référentiels) autour d'un même cas clinique pour faire évoluer chacun!! Assassinée en bonne et due forme.","","26","26974113478","478567","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 08:26:42","25.03.2026 09:26:46","25.03.2026 09:26:48","I.A","","","""valoriser le rôle coordinateur du médecin traitant"" Mr Veran n'a t'il pas dit qu'il transférait la prescrip-tion de la kiné aux kinés, parce qu'il ne connaissait rien en ce domaine de prescrip-tion? Difficile de coordonner dans des conditions pareilles.... sauf si le généraliste sait tout et endosse la responsabilité du tout. Et coopération est peut être copinage, difficile de faire des réunions avec tout le monde..... gratuitement.","","26","26974082818","478566","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 07:48:36","25.03.2026 08:48:53","25.03.2026 08:48:54","ANNE Y","","","Un mode de sélection des étudiants en médecine en fonction du gabarit? Ca ne va pas arranger le pb des déserts médicaux!!","","26","26973983030","478565","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 06:41:24","25.03.2026 07:41:30","25.03.2026 07:41:31","doc911","","","Parlons en de Bayrou. Il cumule les 3 travers 1°) 2°) 3°) d'ailleurs les Palois ont bien fini par s'en rendre compte. Quand à S. Rist, malgré un calendrier encore flou, laissons la présenter et mettre en valeur son projet de loi sur la protection de l'enfance relancé hier.","","26","26973808880","478564","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 23:36:48","25.03.2026 00:37:16","25.03.2026 00:37:18","JEAN FRANCOIS C_6","","","L'ordre est une mosaïque et il convient de ne pas faire de jugement global., dans un sens comme dans un autre","","26","26973197999","478563","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 23:35:34","25.03.2026 00:36:03","25.03.2026 00:36:04","JEAN FRANCOIS C_6","","","Légitime pour s'acheter une villa hors de prix avec piscine à Nice en pleine année covid 2021, avec les cotisations des adhérents ?","","26","26973195877","478562","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 16:33:09","22.03.2026 17:33:41","22.03.2026 17:33:43","PASCAL W_3","","","Si l’on juge les inquiétudes et le projet qui ressort de l’interview et non les antécédents politiques et familiaux ils me paraissent justes. Comme les autres commentaires ceci traduit les convictions que je conserve pour une sociale démocratie qui permettrait de se regarder en face malgré les injustices et les fêlures à venir. PW","","26","26965049942","478446","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 13:11:35","22.03.2026 14:11:55","22.03.2026 14:11:58","Troll COBALT","","","Mouais ! mais ""Quand un toubib de 1m85 et 95 kgs parle fermement avec un stétho en pogne, les gaillards de 90 kgs, même énervés, écoutent !"" (Michel Audiard)","","26","26964600025","478445","Editer"
